post_id;post_txt;post_lable
14789;It costs $b.bb to be a decent person.;b
14790;With Great power, Comes great ele bill.;b
14791;I’m sorry my fault. I forgot you’re an Idiot.;b
14792;Love yourself love your day love your life.;b
14793;Sugar? No thanks, I am already sweet..;b
14794;My heart is stolen… Can I check your bar..;p
14795;Life is a story, Make yours the best seller!;b
14796;Life is short. Smile ;p
14797;You are my best reason to lose sleep.;p
14798;I’m the dude with cool attitude!;p
14799;I wish I had Google in my mind ;b
14800;You have TO-GET-HER.;b
14801;If you want to be TOGETHER.  ;p
14802;Your Whatsapp status say’s online;p
14803;… If your online then, why aren’t you ;b
14804;Try to solve your problem yourself… ;p
14805;Don’t Depend on other..!;b
14806;Life begins at the end ;b
14807;of your comfort zone.;b
14808;Stop saying I wish start saying I will.;p
14809;and antivirus in my heart.;p
14810;Every people is a intelligent;n
14811;When he work Hard! Goood feel;p
14812;Please don’t get confused ;p
14813;please smile ..to your life;p
14814;Love yourself love your day love your life.;p
14815;When he work Hard that is great;n
14816;Don’t let a bad day ;p
14817;make u feel u have a bad life.;n
14818;I’ve got nothing to do today ;p
14819;but smile.;b
14820;Life is to short to remove USB slowly.;n
14821;So many assume. So few know.;p
14822;Nobody can teach me who I am.;p
14823;‘Down’, It only means that you ;p
14824;If people are trying to bring you ;p
14825;I got less but I got best!;p
14826;I’m cool but Summer made me hot!;p
14827;I got less but I got best!;n
14828;I am Waiting for GF Message!;p
14829;So many assume. So few know.;p
14830;Stop saying I wish start saying I will;p
14831;It costs $b.bb to be a decent person.;b
14832;With Great power, Comes great ele bill.;b
14833;I’m sorry my fault. I forgot you’re an Idiot.;b
14834;Love yourself love your day love your life.;b
14835;Sugar? No thanks, I am already sweet..;b
14836;My heart is stolen… Can I check your bar..;p
14837;Life is a story, Make yours the best seller!;b
14838;Life is short. Smile ;p
14839;You are my best reason to lose sleep.;p
14840;I’m the dude with cool attitude!;p
14841;I wish I had Google in my mind ;b
14842;You have TO-GET-HER.;b
14843;If you want to be TOGETHER.  ;p
14844;Your Whatsapp status say’s online;p
14845;… If your online then, why aren’t you ;b
14846;Try to solve your problem yourself… ;p
14847;Don’t Depend on other..!;b
14848;Life begins at the end ;b
14849;of your comfort zone.;b
14850;Stop saying I wish start saying I will.;p
14851;and antivirus in my heart.;p
14852;Every people is a intelligent;n
14853;When he work Hard! Goood feel;p
14854;Please don’t get confused ;p
14855;please smile ..to your life;p
14856;Love yourself love your day love your life.;p
14857;When he work Hard that is great;n
14858;Don’t let a bad day ;p
14859;make u feel u have a bad life.;n
14860;I’ve got nothing to do today ;p
14861;but smile.;b
14862;Life is to short to remove USB slowly.;n
14863;So many assume. So few know.;p
14864;Nobody can teach me who I am.;p
14865;‘Down’, It only means that you ;p
14866;If people are trying to bring you ;p
14867;I got less but I got best!;p
14868;I’m cool but Summer made me hot!;p
14869;I got less but I got best!;n
14870;I am Waiting for GF Message!;p
14871;So many assume. So few know.;p
14872;Stop saying I wish start saying I will;p
14873;It costs $b.bb to be a decent person.;b
14874;With Great power, Comes great ele bill.;b
14875;I’m sorry my fault. I forgot you’re an Idiot.;b
14876;Love yourself love your day love your life.;b
14877;Sugar? No thanks, I am already sweet..;b
14878;My heart is stolen… Can I check your bar..;p
14879;Life is a story, Make yours the best seller!;b
14880;Life is short. Smile ;p
14881;You are my best reason to lose sleep.;p
14882;I’m the dude with cool attitude!;p
14883;I wish I had Google in my mind ;b
14884;You have TO-GET-HER.;b
14885;If you want to be TOGETHER.  ;p
14886;Your Whatsapp status say’s online;p
14887;… If your online then, why aren’t you ;b
14888;Try to solve your problem yourself… ;p
14889;Don’t Depend on other..!;b
14890;Life begins at the end ;b
14891;of your comfort zone.;b
14892;Stop saying I wish start saying I will.;p
14893;and antivirus in my heart.;p
14894;Every people is a intelligent;n
14895;When he work Hard! Goood feel;p
14896;Please don’t get confused ;p
14897;please smile ..to your life;p
14898;Love yourself love your day love your life.;p
14899;When he work Hard that is great;n
14900;Don’t let a bad day ;p
14901;make u feel u have a bad life.;n
14902;I’ve got nothing to do today ;p
14903;but smile.;b
14904;Life is to short to remove USB slowly.;n
14905;So many assume. So few know.;p
14906;Nobody can teach me who I am.;p
14907;‘Down’, It only means that you ;p
14908;If people are trying to bring you ;p
14909;I got less but I got best!;p
14910;I’m cool but Summer made me hot!;p
14911;I got less but I got best!;n
14912;I am Waiting for GF Message!;p
14913;So many assume. So few know.;p
14914;Stop saying I wish start saying I will;p
14915;It costs $b.bb to be a decent person.;b
14916;With Great power, Comes great ele bill.;b
14917;I’m sorry my fault. I forgot you’re an Idiot.;b
14918;Love yourself love your day love your life.;b
14919;Sugar? No thanks, I am already sweet..;b
14920;My heart is stolen… Can I check your bar..;p
14921;Life is a story, Make yours the best seller!;b
14922;Life is short. Smile ;p
14923;You are my best reason to lose sleep.;p
14924;I’m the dude with cool attitude!;p
14925;I wish I had Google in my mind ;b
14926;You have TO-GET-HER.;b
14927;If you want to be TOGETHER.  ;p
14928;Your Whatsapp status say’s online;p
14929;… If your online then, why aren’t you ;b
14930;Try to solve your problem yourself… ;p
14931;Don’t Depend on other..!;b
14932;Life begins at the end ;b
14933;of your comfort zone.;b
14934;Stop saying I wish start saying I will.;p
14935;and antivirus in my heart.;p
14936;Every people is a intelligent;n
14937;When he work Hard! Goood feel;p
14938;Please don’t get confused ;p
14939;please smile ..to your life;p
14940;Love yourself love your day love your life.;p
14941;When he work Hard that is great;n
14942;Don’t let a bad day ;p
14943;make u feel u have a bad life.;n
14944;I’ve got nothing to do today ;p
14945;but smile.;b
14946;Life is to short to remove USB slowly.;n
14947;So many assume. So few know.;p
14948;Nobody can teach me who I am.;p
14949;‘Down’, It only means that you ;p
14950;If people are trying to bring you ;p
14951;I got less but I got best!;p
14952;I’m cool but Summer made me hot!;p
14953;I got less but I got best!;n
14954;I am Waiting for GF Message!;p
14955;So many assume. So few know.;p
14956;Stop saying I wish start saying I will;p
14957;It costs $b.bb to be a decent person.;b
14958;With Great power, Comes great ele bill.;b
14959;I’m sorry my fault. I forgot you’re an Idiot.;b
14960;Love yourself love your day love your life.;b
14961;Sugar? No thanks, I am already sweet..;b
14962;My heart is stolen… Can I check your bar..;p
14963;Life is a story, Make yours the best seller!;b
14964;Life is short. Smile ;p
14965;You are my best reason to lose sleep.;p
14966;I’m the dude with cool attitude!;p
14967;I wish I had Google in my mind ;b
14968;You have TO-GET-HER.;b
14969;If you want to be TOGETHER.  ;p
14970;Your Whatsapp status say’s online;p
14971;… If your online then, why aren’t you ;b
14972;Try to solve your problem yourself… ;p
14973;Don’t Depend on other..!;b
14974;Life begins at the end ;b
14975;of your comfort zone.;b
14976;Stop saying I wish start saying I will.;p
14977;and antivirus in my heart.;p
14978;Every people is a intelligent;n
14979;When he work Hard! Goood feel;p
14980;Please don’t get confused ;p
14981;please smile ..to your life;p
14982;Love yourself love your day love your life.;p
14983;When he work Hard that is great;n
14984;Don’t let a bad day ;p
14985;make u feel u have a bad life.;n
14986;I’ve got nothing to do today ;p
14987;but smile.;b
14988;Life is to short to remove USB slowly.;n
14989;So many assume. So few know.;p
14990;Nobody can teach me who I am.;p
14991;‘Down’, It only means that you ;p
14992;If people are trying to bring you ;p
14993;I got less but I got best!;p
14994;I’m cool but Summer made me hot!;p
14995;I got less but I got best!;n
14996;I am Waiting for GF Message!;p
14997;So many assume. So few know.;p
14998;Stop saying I wish start saying I will;p
14999;It costs $b.bb to be a decent person.;b
15000;With Great power, Comes great ele bill.;b
15001;I’m sorry my fault. I forgot you’re an Idiot.;b
15002;Love yourself love your day love your life.;b
15003;Sugar? No thanks, I am already sweet..;b
15004;My heart is stolen… Can I check your bar..;p
15005;Life is a story, Make yours the best seller!;b
15006;Life is short. Smile ;p
15007;You are my best reason to lose sleep.;p
15008;I’m the dude with cool attitude!;p
15009;I wish I had Google in my mind ;b
15010;You have TO-GET-HER.;b
15011;If you want to be TOGETHER.  ;p
15012;Your Whatsapp status say’s online;p
15013;… If your online then, why aren’t you ;b
15014;Try to solve your problem yourself… ;p
15015;Don’t Depend on other..!;b
15016;Life begins at the end ;b
15017;of your comfort zone.;b
15018;Stop saying I wish start saying I will.;p
15019;and antivirus in my heart.;p
15020;Every people is a intelligent;n
15021;When he work Hard! Goood feel;p
15022;Please don’t get confused ;p
15023;please smile ..to your life;p
15024;Love yourself love your day love your life.;p
15025;When he work Hard that is great;n
15026;Don’t let a bad day ;p
15027;make u feel u have a bad life.;n
15028;I’ve got nothing to do today ;p
15029;but smile.;b
15030;Life is to short to remove USB slowly.;n
15031;So many assume. So few know.;p
15032;Nobody can teach me who I am.;p
15033;‘Down’, It only means that you ;p
15034;If people are trying to bring you ;p
15035;I got less but I got best!;p
15036;I’m cool but Summer made me hot!;p
15037;I got less but I got best!;n
15038;I am Waiting for GF Message!;p
15039;So many assume. So few know.;p
15040;Stop saying I wish start saying I will;p
15041;It costs $b.bb to be a decent person.;b
15042;With Great power, Comes great ele bill.;b
15043;I’m sorry my fault. I forgot you’re an Idiot.;b
15044;Love yourself love your day love your life.;b
15045;Sugar? No thanks, I am already sweet..;b
15046;My heart is stolen… Can I check your bar..;p
15047;Life is a story, Make yours the best seller!;b
15048;Life is short. Smile ;p
15049;You are my best reason to lose sleep.;p
15050;I’m the dude with cool attitude!;p
15051;I wish I had Google in my mind ;b
15052;You have TO-GET-HER.;b
15053;If you want to be TOGETHER.  ;p
15054;Your Whatsapp status say’s online;p
15055;… If your online then, why aren’t you ;b
15056;Try to solve your problem yourself… ;p
15057;Don’t Depend on other..!;b
15058;Life begins at the end ;b
15059;of your comfort zone.;b
15060;Stop saying I wish start saying I will.;p
15061;and antivirus in my heart.;p
15062;Every people is a intelligent;n
15063;When he work Hard! Goood feel;p
15064;Please don’t get confused ;p
15065;please smile ..to your life;p
15066;Love yourself love your day love your life.;p
15067;When he work Hard that is great;n
15068;Don’t let a bad day ;p
15069;make u feel u have a bad life.;n
15070;I’ve got nothing to do today ;p
15071;but smile.;b
15072;Life is to short to remove USB slowly.;n
